BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,AZPS,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
GRMA,16Jan2016,Arizona,Y,,,"20,896","20,896",,,,,,,,,,"20,896",,,,,,,,,,,,,,,
GRMA,17Jan2016,Arizona,Y,,,"14,896","14,896",,,,,,,,,,"14,896",,,,,,,,,,,,,,,
GRMA,18Jan2016,Arizona,Y,,,"15,131","15,131",,,,,,,,,,"15,131",,,,,,,,,,,,,,,
GRMA,19Jan2016,Arizona,Y,,,"17,816","17,816",,,,,,,,,,"17,816",,,,,,,,,,,,,,,
GRMA,20Jan2016,Arizona,Y,,,"15,842","15,842",,,,,,,,,,"15,842",,,,,,,,,,,,,,,
GRMA,21Jan2016,Arizona,Y,,,"13,325","13,325",,,,,,,,,,"13,325",,,,,,,,,,,,,,,
GRMA,22Jan2016,Arizona,Y,,,"17,375","17,375",,,,,,,,,,"17,375",,,,,,,,,,,,,,,
GRMA,23Jan2016,Arizona,Y,,,"19,438","19,438",,,,,,,,,,"19,438",,,,,,,,,,,,,,,
GRMA,24Jan2016,Arizona,Y,,,"15,307","15,307",,,,,,,,,,"15,307",,,,,,,,,,,,,,,
GRMA,25Jan2016,Arizona,Y,,,"18,016","18,016",,,,,,,,,,"18,016",,,,,,,,,,,,,,,
GRMA,26Jan2016,Arizona,Y,,,"18,819","18,819",,,,,,,,,,"18,819",,,,,,,,,,,,,,,
GRMA,27Jan2016,Arizona,Y,,,"19,506","19,506",,,,,,,,,,"19,506",,,,,,,,,,,,,,,
GRMA,28Jan2016,Arizona,Y,,,"20,382","20,382",,,,,,,,,,"20,382",,,,,,,,,,,,,,,
GRMA,29Jan2016,Arizona,Y,,,"15,660","15,660",,,,,,,,,,"15,660",,,,,,,,,,,,,,,
GRMA,30Jan2016,Arizona,Y,,,"13,388","13,388",,,,,,,,,,"13,388",,,,,,,,,,,,,,,
GRMA,31Jan2016,Arizona,Y,,,"14,393","14,393",,,,,,,,,,"14,393",,,,,,,,,,,,,,,
GRMA,01Feb2016,Arizona,Y,,,"20,959","20,959",,,,,,,,,,"20,959",,,,,,,,,,,,,,,
GRMA,02Feb2016,Arizona,Y,,,"18,369","18,369",,,,,,,,,,"18,369",,,,,,,,,,,,,,,
GRMA,03Feb2016,Arizona,Y,,,"19,678","19,678",,,,,,,,,,"19,678",,,,,,,,,,,,,,,
GRMA,04Feb2016,Arizona,Y,,,"15,716","15,716",,,,,,,,,,"15,716",,,,,,,,,,,,,,,
GRMA,05Feb2016,Arizona,Y,,,"12,182","12,182",,,,,,,,,,"12,182",,,,,,,,,,,,,,,
GRMA,06Feb2016,Arizona,Y,,,"11,855","11,855",,,,,,,,,,"11,855",,,,,,,,,,,,,,,
GRMA,07Feb2016,Arizona,Y,,,"13,096","13,096",,,,,,,,,,"13,096",,,,,,,,,,,,,,,
GRMA,08Feb2016,Arizona,Y,,,"12,729","12,729",,,,,,,,,,"12,729",,,,,,,,,,,,,,,
GRMA,09Feb2016,Arizona,Y,,,"13,258","13,258",,,,,,,,,,"13,258",,,,,,,,,,,,,,,
GRMA,10Feb2016,Arizona,Y,,,"16,557","16,557",,,,,,,,,,"16,557",,,,,,,,,,,,,,,
GRMA,11Feb2016,Arizona,Y,,,"17,565","17,565",,,,,,,,,,"17,565",,,,,,,,,,,,,,,
GRMA,12Feb2016,Arizona,Y,,,"15,680","15,680",,,,,,,,,,"15,680",,,,,,,,,,,,,,,
GRMA,13Feb2016,Arizona,Y,,,"12,007","12,007",,,,,,,,,,"12,007",,,,,,,,,,,,,,,
GRMA,14Feb2016,Arizona,Y,,,"9,662","9,662",,,,,,,,,,"9,662",,,,,,,,,,,,,,,
GRMA,15Feb2016,Arizona,Y,,,"17,716","17,716",,,,,,,,,,"17,716",,,,,,,,,,,,,,,
GRMA,16Feb2016,Arizona,Y,,,"17,881","17,881",,,,,,,,,,"17,881",,,,,,,,,,,,,,,
GRMA,17Feb2016,Arizona,Y,,,"18,450","18,450",,,,,,,,,,"18,450",,,,,,,,,,,,,,,
GRMA,18Feb2016,Arizona,Y,,,"17,371","17,371",,,,,,,,,,"17,371",,,,,,,,,,,,,,,
GRMA,19Feb2016,Arizona,Y,,,"17,850","17,850",,,,,,,,,,"17,850",,,,,,,,,,,,,,,
GRMA,20Feb2016,Arizona,Y,,,"14,675","14,675",,,,,,,,,,"14,675",,,,,,,,,,,,,,,
GRMA,21Feb2016,Arizona,Y,,,"13,385","13,385",,,,,,,,,,"13,385",,,,,,,,,,,,,,,
GRMA,22Feb2016,Arizona,Y,,,"14,529","14,529",,,,,,,,,,"14,529",,,,,,,,,,,,,,,
GRMA,23Feb2016,Arizona,Y,,,"13,913","13,913",,,,,,,,,,"13,913",,,,,,,,,,,,,,,
GRMA,24Feb2016,Arizona,Y,,,"12,845","12,845",,,,,,,,,,"12,845",,,,,,,,,,,,,,,
GRMA,25Feb2016,Arizona,Y,,,"15,996","15,996",,,,,,,,,,"15,996",,,,,,,,,,,,,,,
GRMA,26Feb2016,Arizona,Y,,,"14,009","14,009",,,,,,,,,,"14,009",,,,,,,,,,,,,,,
GRMA,27Feb2016,Arizona,Y,,,"15,203","15,203",,,,,,,,,,"15,203",,,,,,,,,,,,,,,
GRMA,28Feb2016,Arizona,Y,,,"17,149","17,149",,,,,,,,,,"17,149",,,,,,,,,,,,,,,
GRMA,29Feb2016,Arizona,Y,,,"17,267","17,267",,,,,,,,,,"17,267",,,,,,,,,,,,,,,
GRMA,01Mar2016,Arizona,Y,,,"13,431","13,431",,,,,,,,,,"13,431",,,,,,,,,,,,,,,
GRMA,02Mar2016,Arizona,Y,,,"16,264","16,264",,,,,,,,,,"16,264",,,,,,,,,,,,,,,
GRMA,03Mar2016,Arizona,Y,,,"18,004","18,004",,,,,,,,,,"18,004",,,,,,,,,,,,,,,
GRMA,04Mar2016,Arizona,Y,,,"19,495","19,495",,,,,,,,,,"19,495",,,,,,,,,,,,,,,
GRMA,05Mar2016,Arizona,Y,,,"17,162","17,162",,,,,,,,,,"17,162",,,,,,,,,,,,,,,
GRMA,06Mar2016,Arizona,Y,,,"12,951","12,951",,,,,,,,,,"12,951",,,,,,,,,,,,,,,
GRMA,07Mar2016,Arizona,Y,,,"13,756","13,756",,,,,,,,,,"13,756",,,,,,,,,,,,,,,
GRMA,08Mar2016,Arizona,Y,,,"15,333","15,333",,,,,,,,,,"15,333",,,,,,,,,,,,,,,
GRMA,09Mar2016,Arizona,Y,,,"20,672","20,672",,,,,,,,,,"20,672",,,,,,,,,,,,,,,
GRMA,10Mar2016,Arizona,Y,,,"17,982","17,982",,,,,,,,,,"17,982",,,,,,,,,,,,,,,
GRMA,11Mar2016,Arizona,Y,,,"18,750","18,750",,,,,,,,,,"18,750",,,,,,,,,,,,,,,
GRMA,12Mar2016,Arizona,Y,,,"15,515","15,515",,,,,,,,,,"15,515",,,,,,,,,,,,,,,
GRMA,13Mar2016,Arizona,Y,,,"15,869","15,869",,,,,,,,,,"15,869",,,,,,,,,,,,,,,
GRMA,14Mar2016,Arizona,Y,,,"15,135","15,135",,,,,,,,,,"15,135",,,,,,,,,,,,,,,
GRMA,15Mar2016,Arizona,Y,,,"6,043","6,043",,,,,,,,,,"6,043",,,,,,,,,,,,,,,
GRMA,16Mar2016,Arizona,Y,,,"7,710","7,710",,,,,,,,,,"7,710",,,,,,,,,,,,,,,
GRMA,17Mar2016,Arizona,Y,,,"4,946","4,946",,,,,,,,,,"4,946",,,,,,,,,,,,,,,
GRMA,18Mar2016,Arizona,Y,,,"8,536","8,536",,,,,,,,,,"8,536",,,,,,,,,,,,,,,
GRMA,19Mar2016,Arizona,Y,,,"7,080","7,080",,,,,,,,,,"7,080",,,,,,,,,,,,,,,
GRMA,20Mar2016,Arizona,Y,,,"9,147","9,147",,,,,,,,,,"9,147",,,,,,,,,,,,,,,
GRMA,21Mar2016,Arizona,Y,,,"8,798","8,798",,,,,,,,,,"8,798",,,,,,,,,,,,,,,
GRMA,22Mar2016,Arizona,Y,,,"7,645","7,645",,,,,,,,,,"7,645",,,,,,,,,,,,,,,
GRMA,23Mar2016,Arizona,Y,,,"10,287","10,287",,,,,,,,,,"10,287",,,,,,,,,,,,,,,
GRMA,24Mar2016,Arizona,Y,,,"6,395","6,395",,,,,,,,,,"6,395",,,,,,,,,,,,,,,
GRMA,25Mar2016,Arizona,Y,,,"9,196","9,196",,,,,,,,,,"9,196",,,,,,,,,,,,,,,
GRMA,26Mar2016,Arizona,Y,,,"8,805","8,805",,,,,,,,,,"8,805",,,,,,,,,,,,,,,
GRMA,27Mar2016,Arizona,Y,,,"9,957","9,957",,,,,,,,,,"9,957",,,,,,,,,,,,,,,
GRMA,28Mar2016,Arizona,Y,,,"17,355","17,355",,,,,,,,,,"17,355",,,,,,,,,,,,,,,
GRMA,29Mar2016,Arizona,Y,,,"17,535","17,535",,,,,,,,,,"17,535",,,,,,,,,,,,,,,
GRMA,30Mar2016,Arizona,Y,,,"18,193","18,193",,,,,,,,,,"18,193",,,,,,,,,,,,,,,
GRMA,31Mar2016,Arizona,Y,,,"13,769","13,769",,,,,,,,,,"13,769",,,,,,,,,,,,,,,
GRMA,01Apr2016,Arizona,Y,,,"12,507","12,507",,,,,,,,,,"12,507",,,,,,,,,,,,,,,
GRMA,02Apr2016,Arizona,Y,,,"10,850","10,850",,,,,,,,,,"10,850",,,,,,,,,,,,,,,
GRMA,03Apr2016,Arizona,Y,,,"16,640","16,640",,,,,,,,,,"16,640",,,,,,,,,,,,,,,
GRMA,04Apr2016,Arizona,Y,,,"16,739","16,739",,,,,,,,,,"16,739",,,,,,,,,,,,,,,
GRMA,05Apr2016,Arizona,Y,,,"8,123","8,123",,,,,,,,,,"8,123",,,,,,,,,,,,,,,
GRMA,06Apr2016,Arizona,Y,,,"8,785","8,785",,,,,,,,,,"8,785",,,,,,,,,,,,,,,
GRMA,07Apr2016,Arizona,Y,,,"8,925","8,925",,,,,,,,,,"8,925",,,,,,,,,,,,,,,
GRMA,08Apr2016,Arizona,Y,,,"8,604","8,604",,,,,,,,,,"8,604",,,,,,,,,,,,,,,
GRMA,09Apr2016,Arizona,Y,,,"7,672","7,672",,,,,,,,,,"7,672",,,,,,,,,,,,,,,
GRMA,10Apr2016,Arizona,Y,,,"7,213","7,213",,,,,,,,,,"7,213",,,,,,,,,,,,,,,
GRMA,11Apr2016,Arizona,Y,,,"8,414","8,414",,,,,,,,,,"8,414",,,,,,,,,,,,,,,
GRMA,12Apr2016,Arizona,Y,,,"8,790","8,790",,,,,,,,,,"8,790",,,,,,,,,,,,,,,
GRMA,13Apr2016,Arizona,Y,,,"8,555","8,555",,,,,,,,,,"8,555",,,,,,,,,,,,,,,
GRMA,14Apr2016,Arizona,Y,,,"9,073","9,073",,,,,,,,,,"9,073",,,,,,,,,,,,,,,
GRMA,15Apr2016,Arizona,Y,,,"9,768","9,768",,,,,,,,,,"9,768",,,,,,,,,,,,,,,
GRMA,16Apr2016,Arizona,Y,,,"7,209","7,209",,,,,,,,,,"7,209",,,,,,,,,,,,,,,
GRMA,17Apr2016,Arizona,Y,,,"9,553","9,553",,,,,,,,,,"9,553",,,,,,,,,,,,,,,
GRMA,18Apr2016,Arizona,Y,,,"9,956","9,956",,,,,,,,,,"9,956",,,,,,,,,,,,,,,
GRMA,19Apr2016,Arizona,Y,,,"13,254","13,254",,,,,,,,,,"13,254",,,,,,,,,,,,,,,
GRMA,20Apr2016,Arizona,Y,,,"19,076","19,076",,,,,,,,,,"19,076",,,,,,,,,,,,,,,
GRMA,21Apr2016,Arizona,Y,,,"17,002","17,002",,,,,,,,,,"17,002",,,,,,,,,,,,,,,
GRMA,22Apr2016,Arizona,Y,,,"16,725","16,725",,,,,,,,,,"16,725",,,,,,,,,,,,,,,
GRMA,23Apr2016,Arizona,Y,,,"14,538","14,538",,,,,,,,,,"14,538",,,,,,,,,,,,,,,
GRMA,24Apr2016,Arizona,Y,,,"13,050","13,050",,,,,,,,,,"13,050",,,,,,,,,,,,,,,
GRMA,25Apr2016,Arizona,Y,,,"17,283","17,283",,,,,,,,,,"17,283",,,,,,,,,,,,,,,
GRMA,26Apr2016,Arizona,Y,,,"18,380","18,380",,,,,,,,,,"18,380",,,,,,,,,,,,,,,
GRMA,27Apr2016,Arizona,Y,,,"18,009","18,009",,,,,,,,,,"18,009",,,,,,,,,,,,,,,
GRMA,28Apr2016,Arizona,Y,,,"17,250","17,250",,,,,,,,,,"17,250",,,,,,,,,,,,,,,
GRMA,29Apr2016,Arizona,Y,,,"20,272","20,272",,,,,,,,,,"20,272",,,,,,,,,,,,,,,
GRMA,30Apr2016,Arizona,Y,,,"17,871","17,871",,,,,,,,,,"17,871",,,,,,,,,,,,,,,
GRMA,01May2016,Arizona,Y,,,"19,181","19,181",,,,,,,,,,"19,181",,,,,,,,,,,,,,,
GRMA,02May2016,Arizona,Y,,,"19,872","19,872",,,,,,,,,,"19,872",,,,,,,,,,,,,,,
GRMA,03May2016,Arizona,Y,,,"20,515","20,515",,,,,,,,,,"20,515",,,,,,,,,,,,,,,
GRMA,04May2016,Arizona,Y,,,"18,742","18,742",,,,,,,,,,"18,742",,,,,,,,,,,,,,,
GRMA,05May2016,Arizona,Y,,,"16,679","16,679",,,,,,,,,,"16,679",,,,,,,,,,,,,,,
GRMA,06May2016,Arizona,Y,,,"19,888","19,888",,,,,,,,,,"19,888",,,,,,,,,,,,,,,
GRMA,07May2016,Arizona,Y,,,"16,160","16,160",,,,,,,,,,"16,160",,,,,,,,,,,,,,,
GRMA,08May2016,Arizona,Y,,,"18,556","18,556",,,,,,,,,,"18,556",,,,,,,,,,,,,,,
GRMA,09May2016,Arizona,Y,,,"19,441","19,441",,,,,,,,,,"19,441",,,,,,,,,,,,,,,
GRMA,10May2016,Arizona,Y,,,"16,188","16,188",,,,,,,,,,"16,188",,,,,,,,,,,,,,,
GRMA,11May2016,Arizona,Y,,,"16,897","16,897",,,,,,,,,,"16,897",,,,,,,,,,,,,,,
GRMA,12May2016,Arizona,Y,,,"15,327","15,327",,,,,,,,,,"15,327",,,,,,,,,,,,,,,
GRMA,13May2016,Arizona,Y,,,"16,401","16,401",,,,,,,,,,"16,401",,,,,,,,,,,,,,,
GRMA,14May2016,Arizona,Y,,,"15,282","15,282",,,,,,,,,,"15,282",,,,,,,,,,,,,,,
GRMA,15May2016,Arizona,Y,,,"9,328","9,328",,,,,,,,,,"9,328",,,,,,,,,,,,,,,
GRMA,16May2016,Arizona,Y,,,"15,928","15,928",,,,,,,,,,"15,928",,,,,,,,,,,,,,,
GRMA,17May2016,Arizona,Y,,,"12,606","12,606",,,,,,,,,,"12,606",,,,,,,,,,,,,,,
GRMA,18May2016,Arizona,Y,,,"16,395","16,395",,,,,,,,,,"16,395",,,,,,,,,,,,,,,
GRMA,19May2016,Arizona,Y,,,"3,222","3,222",,,,,,,,,,"3,222",,,,,,,,,,,,,,,
GRMA,20May2016,Arizona,Y,,,"7,884","7,884",,,,,,,,,,"7,884",,,,,,,,,,,,,,,
GRMA,21May2016,Arizona,Y,,,"4,238","4,114",,,,,,,,,,"4,114",,,,,,,,,,,,,,,
GRMA,22May2016,Arizona,Y,,,"2,952","2,952",,,,,,,,,,"2,952",,,,,,,,,,,,,,,
GRMA,23May2016,Arizona,Y,,,"12,497","12,497",,,,,,,,,,"12,497",,,,,,,,,,,,,,,
GRMA,24May2016,Arizona,Y,,,"9,309","9,309",,,,,,,,,,"9,309",,,,,,,,,,,,,,,
GRMA,25May2016,Arizona,Y,,,"11,698","11,698",,,,,,,,,,"11,698",,,,,,,,,,,,,,,
GRMA,26May2016,Arizona,Y,,,"10,906","10,906",,,,,,,,,,"10,906",,,,,,,,,,,,,,,
GRMA,27May2016,Arizona,Y,,,"15,902","15,902",,,,,,,,,,"15,902",,,,,,,,,,,,,,,
GRMA,28May2016,Arizona,Y,,,"18,347","18,347",,,,,,,,,,"18,347",,,,,,,,,,,,,,,
GRMA,29May2016,Arizona,Y,,,"15,641","15,641",,,,,,,,,,"15,641",,,,,,,,,,,,,,,
GRMA,30May2016,Arizona,Y,,,"13,280","13,280",,,,,,,,,,"13,280",,,,,,,,,,,,,,,
GRMA,31May2016,Arizona,Y,,,"16,215","16,215",,,,,,,,,,"16,215",,,,,,,,,,,,,,,
GRMA,01Jun2016,Arizona,Y,,,"21,937","21,937",,,,,,,,,,"21,937",,,,,,,,,,,,,,,
GRMA,02Jun2016,Arizona,Y,,,"20,533","20,533",,,,,,,,,,"20,533",,,,,,,,,,,,,,,
GRMA,03Jun2016,Arizona,Y,,,"22,780","22,780",,,,,,,,,,"22,780",,,,,,,,,,,,,,,
GRMA,04Jun2016,Arizona,Y,,,"22,734","22,734",,,,,,,,,,"22,734",,,,,,,,,,,,,,,
GRMA,05Jun2016,Arizona,Y,,,"21,889","21,889",,,,,,,,,,"21,889",,,,,,,,,,,,,,,
GRMA,06Jun2016,Arizona,Y,,,"26,063","26,063",,,,,,,,,,"26,063",,,,,,,,,,,,,,,
GRMA,07Jun2016,Arizona,Y,,,"20,004","20,004",,,,,,,,,,"20,004",,,,,,,,,,,,,,,
GRMA,08Jun2016,Arizona,Y,,,"23,660","23,660",,,,,,,,,,"23,660",,,,,,,,,,,,,,,
GRMA,09Jun2016,Arizona,Y,,,"23,569","23,569",,,,,,,,,,"23,569",,,,,,,,,,,,,,,
GRMA,10Jun2016,Arizona,Y,,,"21,293","21,293",,,,,,,,,,"21,293",,,,,,,,,,,,,,,
GRMA,11Jun2016,Arizona,Y,,,"23,703","23,703",,,,,,,,,,"23,703",,,,,,,,,,,,,,,
GRMA,12Jun2016,Arizona,Y,,,"15,508","15,508",,,,,,,,,,"15,508",,,,,,,,,,,,,,,
GRMA,13Jun2016,Arizona,Y,,,"17,326","17,326",,,,,,,,,,"17,326",,,,,,,,,,,,,,,
GRMA,14Jun2016,Arizona,Y,,,"20,973","20,973",,,,,,,,,,"20,973",,,,,,,,,,,,,,,
GRMA,15Jun2016,Arizona,Y,,,"21,030","21,030",,,,,,,,,,"21,030",,,,,,,,,,,,,,,
GRMA,16Jun2016,Arizona,Y,,,"21,313","21,313",,,,,,,,,,"21,313",,,,,,,,,,,,,,,
GRMA,17Jun2016,Arizona,Y,,,"22,568","22,568",,,,,,,,,,"22,568",,,,,,,,,,,,,,,
GRMA,18Jun2016,Arizona,Y,,,"18,886","18,886",,,,,,,,,,"18,886",,,,,,,,,,,,,,,
GRMA,19Jun2016,Arizona,Y,,,"26,527","26,527",,,,,,,,,,"26,527",,,,,,,,,,,,,,,
GRMA,20Jun2016,Arizona,Y,,,"31,932","31,932",,,,,,,,,,"31,932",,,,,,,,,,,,,,,
GRMA,21Jun2016,Arizona,Y,,,"26,936","26,936",,,,,,,,,,"26,936",,,,,,,,,,,,,,,
GRMA,22Jun2016,Arizona,Y,,,"27,939","27,939",,,,,,,,,,"27,939",,,,,,,,,,,,,,,
GRMA,23Jun2016,Arizona,Y,,,"26,409","26,409",,,,,,,,,,"26,409",,,,,,,,,,,,,,,
GRMA,24Jun2016,Arizona,Y,,,"23,872","23,872",,,,,,,,,,"23,872",,,,,,,,,,,,,,,
GRMA,25Jun2016,Arizona,Y,,,"22,399","22,399",,,,,,,,,,"22,399",,,,,,,,,,,,,,,
GRMA,26Jun2016,Arizona,Y,,,"22,532","22,532",,,,,,,,,,"22,532",,,,,,,,,,,,,,,
GRMA,27Jun2016,Arizona,Y,,,"28,063","28,063",,,,,,,,,,"28,063",,,,,,,,,,,,,,,
GRMA,28Jun2016,Arizona,Y,,,"30,898","30,898",,,,,,,,,,"30,898",,,,,,,,,,,,,,,
GRMA,29Jun2016,Arizona,Y,,,"26,421","26,421",,,,,,,,,,"26,421",,,,,,,,,,,,,,,
GRMA,30Jun2016,Arizona,Y,,,"24,944","24,944",,,,,,,,,,"24,944",,,,,,,,,,,,,,,
GRMA,01Jul2016,Arizona,Y,,,"26,781","26,781",,,,,,,,,,"26,781",,,,,,,,,,,,,,,
GRMA,02Jul2016,Arizona,Y,,,"22,062","22,062",,,,,,,,,,"22,062",,,,,,,,,,,,,,,
GRMA,03Jul2016,Arizona,Y,,,"19,865","19,865",,,,,,,,,,"19,865",,,,,,,,,,,,,,,
GRMA,04Jul2016,Arizona,Y,,,"22,081","22,081",,,,,,,,,,"22,081",,,,,,,,,,,,,,,
GRMA,05Jul2016,Arizona,Y,,,"26,940","26,940",,,,,,,,,,"26,940",,,,,,,,,,,,,,,
GRMA,06Jul2016,Arizona,Y,,,"25,479","25,479",,,,,,,,,,"25,479",,,,,,,,,,,,,,,
GRMA,07Jul2016,Arizona,Y,,,"28,443","28,443",,,,,,,,,,"28,443",,,,,,,,,,,,,,,
GRMA,08Jul2016,Arizona,Y,,,"28,161","28,161",,,,,,,,,,"28,161",,,,,,,,,,,,,,,
GRMA,09Jul2016,Arizona,Y,,,"28,797","28,797",,,,,,,,,,"28,797",,,,,,,,,,,,,,,
GRMA,10Jul2016,Arizona,Y,,,"25,152","25,152",,,,,,,,,,"25,152",,,,,,,,,,,,,,,
GRMA,11Jul2016,Arizona,Y,,,"24,675","24,675",,,,,,,,,,"24,675",,,,,,,,,,,,,,,
GRMA,12Jul2016,Arizona,Y,,,"26,736","26,736",,,,,,,,,,"26,736",,,,,,,,,,,,,,,
GRMA,13Jul2016,Arizona,Y,,,"27,272","27,272",,,,,,,,,,"27,272",,,,,,,,,,,,,,,
GRMA,14Jul2016,Arizona,Y,,,"30,581","30,581",,,,,,,,,,"30,581",,,,,,,,,,,,,,,
GRMA,15Jul2016,Arizona,Y,,,"30,182","30,182",,,,,,,,,,"30,182",,,,,,,,,,,,,,,
GRMA,16Jul2016,Arizona,Y,,,"28,225","28,225",,,,,,,,,,"28,225",,,,,,,,,,,,,,,
GRMA,17Jul2016,Arizona,Y,,,"24,363","24,363",,,,,,,,,,"24,363",,,,,,,,,,,,,,,
GRMA,18Jul2016,Arizona,Y,,,"30,307","30,307",,,,,,,,,,"30,307",,,,,,,,,,,,,,,
GRMA,19Jul2016,Arizona,Y,,,"33,660","33,660",,,,,,,,,,"33,660",,,,,,,,,,,,,,,
GRMA,20Jul2016,Arizona,Y,,,"32,535","32,535",,,,,,,,,,"32,535",,,,,,,,,,,,,,,
GRMA,21Jul2016,Arizona,Y,,,"32,498","32,498",,,,,,,,,,"32,498",,,,,,,,,,,,,,,
GRMA,22Jul2016,Arizona,Y,,,"33,233","33,233",,,,,,,,,,"33,233",,,,,,,,,,,,,,,
GRMA,23Jul2016,Arizona,Y,,,"32,816","32,816",,,,,,,,,,"32,816",,,,,,,,,,,,,,,
GRMA,24Jul2016,Arizona,Y,,,"25,905","25,905",,,,,,,,,,"25,905",,,,,,,,,,,,,,,
GRMA,25Jul2016,Arizona,Y,,,"32,520","32,520",,,,,,,,,,"32,520",,,,,,,,,,,,,,,
GRMA,26Jul2016,Arizona,Y,,,"35,205","35,205",,,,,,,,,,"35,205",,,,,,,,,,,,,,,
GRMA,27Jul2016,Arizona,Y,,,"34,249","34,249",,,,,,,,,,"34,249",,,,,,,,,,,,,,,
GRMA,28Jul2016,Arizona,Y,,,"33,069","33,069",,,,,,,,,,"33,069",,,,,,,,,,,,,,,
GRMA,29Jul2016,Arizona,Y,,,"34,699","34,699",,,,,,,,,,"34,699",,,,,,,,,,,,,,,
GRMA,30Jul2016,Arizona,Y,,,"32,408","32,408",,,,,,,,,,"32,408",,,,,,,,,,,,,,,
GRMA,31Jul2016,Arizona,Y,,,"28,894","28,894",,,,,,,,,,"28,894",,,,,,,,,,,,,,,
GRMA,01Aug2016,Arizona,Y,,,"28,635","28,635",,,,,,,,,,"28,635",,,,,,,,,,,,,,,
GRMA,02Aug2016,Arizona,Y,,,"30,602","30,602",,,,,,,,,,"30,602",,,,,,,,,,,,,,,
GRMA,03Aug2016,Arizona,Y,,,"31,443","31,443",,,,,,,,,,"31,443",,,,,,,,,,,,,,,
GRMA,04Aug2016,Arizona,Y,,,"30,919","30,919",,,,,,,,,,"30,919",,,,,,,,,,,,,,,
GRMA,05Aug2016,Arizona,Y,,,"29,796","29,796",,,,,,,,,,"29,796",,,,,,,,,,,,,,,
GRMA,06Aug2016,Arizona,Y,,,"28,356","28,356",,,,,,,,,,"28,356",,,,,,,,,,,,,,,
GRMA,07Aug2016,Arizona,Y,,,"26,481","26,481",,,,,,,,,,"26,481",,,,,,,,,,,,,,,
GRMA,08Aug2016,Arizona,Y,,,"32,871","32,871",,,,,,,,,,"32,871",,,,,,,,,,,,,,,
