BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,AZPS,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
GRMA,09Aug2016,Arizona,Y,,,"33,048","33,048",,,,,,,,,,"33,048",,,,,,,,,,,,,,,
GRMA,10Aug2016,Arizona,Y,,,"33,389","33,389",,,,,,,,,,"33,389",,,,,,,,,,,,,,,
GRMA,11Aug2016,Arizona,Y,,,"33,435","33,435",,,,,,,,,,"33,435",,,,,,,,,,,,,,,
GRMA,12Aug2016,Arizona,Y,,,"35,718","35,718",,,,,,,,,,"35,718",,,,,,,,,,,,,,,
GRMA,13Aug2016,Arizona,Y,,,"34,423","34,423",,,,,,,,,,"34,423",,,,,,,,,,,,,,,
GRMA,14Aug2016,Arizona,Y,,,"30,022","30,022",,,,,,,,,,"30,022",,,,,,,,,,,,,,,
GRMA,15Aug2016,Arizona,Y,,,"32,478","32,478",,,,,,,,,,"32,478",,,,,,,,,,,,,,,
GRMA,16Aug2016,Arizona,Y,,,"30,987","30,987",,,,,,,,,,"30,987",,,,,,,,,,,,,,,
GRMA,17Aug2016,Arizona,Y,,,"33,159","33,159",,,,,,,,,,"33,159",,,,,,,,,,,,,,,
GRMA,18Aug2016,Arizona,Y,,,"34,062","34,062",,,,,,,,,,"34,062",,,,,,,,,,,,,,,
GRMA,19Aug2016,Arizona,Y,,,"29,217","29,217",,,,,,,,,,"29,217",,,,,,,,,,,,,,,
GRMA,20Aug2016,Arizona,Y,,,"28,082","28,082",,,,,,,,,,"28,082",,,,,,,,,,,,,,,
GRMA,21Aug2016,Arizona,Y,,,"26,800","26,800",,,,,,,,,,"26,800",,,,,,,,,,,,,,,
GRMA,22Aug2016,Arizona,Y,,,"26,372","26,372",,,,,,,,,,"26,372",,,,,,,,,,,,,,,
GRMA,23Aug2016,Arizona,Y,,,"27,360","27,360",,,,,,,,,,"27,360",,,,,,,,,,,,,,,
GRMA,24Aug2016,Arizona,Y,,,"28,350","28,350",,,,,,,,,,"28,350",,,,,,,,,,,,,,,
GRMA,25Aug2016,Arizona,Y,,,"26,014","26,014",,,,,,,,,,"26,014",,,,,,,,,,,,,,,
GRMA,26Aug2016,Arizona,Y,,,"29,871","29,871",,,,,,,,,,"29,871",,,,,,,,,,,,,,,
GRMA,27Aug2016,Arizona,Y,,,"25,747","25,747",,,,,,,,,,"25,747",,,,,,,,,,,,,,,
GRMA,28Aug2016,Arizona,Y,,,"22,583","22,583",,,,,,,,,,"22,583",,,,,,,,,,,,,,,
GRMA,29Aug2016,Arizona,Y,,,"28,600","28,600",,,,,,,,,,"28,600",,,,,,,,,,,,,,,
GRMA,30Aug2016,Arizona,Y,,,"33,134","33,134",,,,,,,,,,"33,134",,,,,,,,,,,,,,,
GRMA,31Aug2016,Arizona,Y,,,"27,675","27,675",,,,,,,,,,"27,675",,,,,,,,,,,,,,,
GRMA,01Sep2016,Arizona,Y,,,"27,424","27,424",,,,,,,,,,"27,424",,,,,,,,,,,,,,,
GRMA,02Sep2016,Arizona,Y,,,"27,373","27,373",,,,,,,,,,"27,373",,,,,,,,,,,,,,,
GRMA,03Sep2016,Arizona,Y,,,"24,437","24,437",,,,,,,,,,"24,437",,,,,,,,,,,,,,,
GRMA,04Sep2016,Arizona,Y,,,"19,459","19,459",,,,,,,,,,"19,459",,,,,,,,,,,,,,,
GRMA,05Sep2016,Arizona,Y,,,"22,306","22,306",,,,,,,,,,"22,306",,,,,,,,,,,,,,,
GRMA,06Sep2016,Arizona,Y,,,"26,573","26,573",,,,,,,,,,"26,573",,,,,,,,,,,,,,,
GRMA,07Sep2016,Arizona,Y,,,"21,769","21,769",,,,,,,,,,"21,769",,,,,,,,,,,,,,,
GRMA,08Sep2016,Arizona,Y,,,"27,678","27,678",,,,,,,,,,"27,678",,,,,,,,,,,,,,,
GRMA,09Sep2016,Arizona,Y,,,"30,105","30,105",,,,,,,,,,"30,105",,,,,,,,,,,,,,,
GRMA,10Sep2016,Arizona,Y,,,"30,195","30,195",,,,,,,,,,"30,195",,,,,,,,,,,,,,,
GRMA,11Sep2016,Arizona,Y,,,"24,472","24,472",,,,,,,,,,"24,472",,,,,,,,,,,,,,,
GRMA,12Sep2016,Arizona,Y,,,"27,229","27,229",,,,,,,,,,"27,229",,,,,,,,,,,,,,,
GRMA,13Sep2016,Arizona,Y,,,"31,986","31,986",,,,,,,,,,"31,986",,,,,,,,,,,,,,,
GRMA,14Sep2016,Arizona,Y,,,"30,769","30,769",,,,,,,,,,"30,769",,,,,,,,,,,,,,,
GRMA,15Sep2016,Arizona,Y,,,"25,612","25,612",,,,,,,,,,"25,612",,,,,,,,,,,,,,,
GRMA,16Sep2016,Arizona,Y,,,"22,456","22,456",,,,,,,,,,"22,456",,,,,,,,,,,,,,,
GRMA,17Sep2016,Arizona,Y,,,"18,681","18,681",,,,,,,,,,"18,681",,,,,,,,,,,,,,,
GRMA,18Sep2016,Arizona,Y,,,"18,463","18,463",,,,,,,,,,"18,463",,,,,,,,,,,,,,,
GRMA,19Sep2016,Arizona,Y,,,"23,091","23,091",,,,,,,,,,"23,091",,,,,,,,,,,,,,,
GRMA,20Sep2016,Arizona,Y,,,"25,450","25,450",,,,,,,,,,"25,450",,,,,,,,,,,,,,,
GRMA,21Sep2016,Arizona,Y,,,"36,246","36,246",,,,,,,,,,"36,246",,,,,,,,,,,,,,,
GRMA,22Sep2016,Arizona,Y,,,"27,506","27,506",,,,,,,,,,"27,506",,,,,,,,,,,,,,,
GRMA,23Sep2016,Arizona,Y,,,"24,953","24,953",,,,,,,,,,"24,953",,,,,,,,,,,,,,,
GRMA,24Sep2016,Arizona,Y,,,"22,576","22,576",,,,,,,,,,"22,576",,,,,,,,,,,,,,,
GRMA,25Sep2016,Arizona,Y,,,"24,718","24,718",,,,,,,,,,"24,718",,,,,,,,,,,,,,,
GRMA,26Sep2016,Arizona,Y,,,"25,218","25,218",,,,,,,,,,"25,218",,,,,,,,,,,,,,,
GRMA,27Sep2016,Arizona,Y,,,"27,903","27,903",,,,,,,,,,"27,903",,,,,,,,,,,,,,,
GRMA,28Sep2016,Arizona,Y,,,"28,195","28,195",,,,,,,,,,"28,195",,,,,,,,,,,,,,,
GRMA,29Sep2016,Arizona,Y,,,"26,697","26,697",,,,,,,,,,"26,697",,,,,,,,,,,,,,,
GRMA,30Sep2016,Arizona,Y,,,"23,323","23,323",,,,,,,,,,"23,323",,,,,,,,,,,,,,,
GRMA,01Oct2016,Arizona,Y,,,"24,019","24,019",,,,,,,,,,"24,019",,,,,,,,,,,,,,,
GRMA,02Oct2016,Arizona,Y,,,"22,423","22,423",,,,,,,,,,"22,423",,,,,,,,,,,,,,,
GRMA,03Oct2016,Arizona,Y,,,"20,123","20,123",,,,,,,,,,"20,123",,,,,,,,,,,,,,,
GRMA,04Oct2016,Arizona,Y,,,"17,212","17,212",,,,,,,,,,"17,212",,,,,,,,,,,,,,,
GRMA,05Oct2016,Arizona,Y,,,"22,764","22,764",,,,,,,,,,"22,764",,,,,,,,,,,,,,,
GRMA,06Oct2016,Arizona,Y,,,"25,701","25,701",,,,,,,,,,"25,701",,,,,,,,,,,,,,,
GRMA,07Oct2016,Arizona,Y,,,"22,936","22,936",,,,,,,,,,"22,936",,,,,,,,,,,,,,,
GRMA,08Oct2016,Arizona,Y,,,"24,651","24,651",,,,,,,,,,"24,651",,,,,,,,,,,,,,,
GRMA,09Oct2016,Arizona,Y,,,"23,277","23,277",,,,,,,,,,"23,277",,,,,,,,,,,,,,,
GRMA,10Oct2016,Arizona,Y,,,"23,175","23,175",,,,,,,,,,"23,175",,,,,,,,,,,,,,,
GRMA,11Oct2016,Arizona,Y,,,"18,570","18,570",,,,,,,,,,"18,570",,,,,,,,,,,,,,,
GRMA,12Oct2016,Arizona,Y,,,"15,684","15,684",,,,,,,,,,"15,684",,,,,,,,,,,,,,,
GRMA,13Oct2016,Arizona,Y,,,"17,024","17,024",,,,,,,,,,"17,024",,,,,,,,,,,,,,,
GRMA,14Oct2016,Arizona,Y,,,"14,165","14,165",,,,,,,,,,"14,165",,,,,,,,,,,,,,,
GRMA,15Oct2016,Arizona,Y,,,"12,995","12,995",,,,,,,,,,"12,995",,,,,,,,,,,,,,,
GRMA,16Oct2016,Arizona,Y,,,"16,851","16,851",,,,,,,,,,"16,851",,,,,,,,,,,,,,,
GRMA,17Oct2016,Arizona,Y,,,"17,685","17,685",,,,,,,,,,"17,685",,,,,,,,,,,,,,,
GRMA,18Oct2016,Arizona,Y,,,"16,546","16,546",,,,,,,,,,"16,546",,,,,,,,,,,,,,,
GRMA,19Oct2016,Arizona,Y,,,"16,546","16,546",,,,,,,,,,"16,546",,,,,,,,,,,,,,,
GRMA,20Oct2016,Arizona,Y,,,"15,480","15,480",,,,,,,,,,"15,480",,,,,,,,,,,,,,,
GRMA,21Oct2016,Arizona,Y,,,"22,148","22,148",,,,,,,,,,"22,148",,,,,,,,,,,,,,,
GRMA,22Oct2016,Arizona,Y,,,"22,382","22,382",,,,,,,,,,"22,382",,,,,,,,,,,,,,,
GRMA,23Oct2016,Arizona,Y,,,"22,660","22,660",,,,,,,,,,"22,660",,,,,,,,,,,,,,,
GRMA,24Oct2016,Arizona,Y,,,"19,902","19,902",,,,,,,,,,"19,902",,,,,,,,,,,,,,,
GRMA,25Oct2016,Arizona,Y,,,"21,455","21,455",,,,,,,,,,"21,455",,,,,,,,,,,,,,,
GRMA,26Oct2016,Arizona,Y,,,"23,614","23,614",,,,,,,,,,"23,614",,,,,,,,,,,,,,,
GRMA,27Oct2016,Arizona,Y,,,"21,873","21,873",,,,,,,,,,"21,873",,,,,,,,,,,,,,,
GRMA,28Oct2016,Arizona,Y,,,"21,741","21,741",,,,,,,,,,"21,741",,,,,,,,,,,,,,,
GRMA,29Oct2016,Arizona,Y,,,"7,900","7,900",,,,,,,,,,"7,900",,,,,,,,,,,,,,,
GRMA,30Oct2016,Arizona,Y,,,"8,507","8,507",,,,,,,,,,"8,507",,,,,,,,,,,,,,,
GRMA,31Oct2016,Arizona,Y,,,"17,073","17,073",,,,,,,,,,"17,073",,,,,,,,,,,,,,,
GRMA,01Nov2016,Arizona,Y,,,"16,315","16,315",,,,,,,,,,"16,315",,,,,,,,,,,,,,,
GRMA,02Nov2016,Arizona,Y,,,"12,512","12,512",,,,,,,,,,"12,512",,,,,,,,,,,,,,,
GRMA,03Nov2016,Arizona,Y,,,"14,467","14,467",,,,,,,,,,"14,467",,,,,,,,,,,,,,,
GRMA,04Nov2016,Arizona,Y,,,"16,063","16,063",,,,,,,,,,"16,063",,,,,,,,,,,,,,,
GRMA,05Nov2016,Arizona,Y,,,"12,153","12,153",,,,,,,,,,"12,153",,,,,,,,,,,,,,,
GRMA,06Nov2016,Arizona,Y,,,"15,295","15,295",,,,,,,,,,"15,295",,,,,,,,,,,,,,,
GRMA,07Nov2016,Arizona,Y,,,"17,617","17,617",,,,,,,,,,"17,617",,,,,,,,,,,,,,,
GRMA,08Nov2016,Arizona,Y,,,"14,087","14,087",,,,,,,,,,"14,087",,,,,,,,,,,,,,,
GRMA,09Nov2016,Arizona,Y,,,"12,091","12,091",,,,,,,,,,"12,091",,,,,,,,,,,,,,,
GRMA,10Nov2016,Arizona,Y,,,"12,127","12,127",,,,,,,,,,"12,127",,,,,,,,,,,,,,,
GRMA,11Nov2016,Arizona,Y,,,"14,593","14,593",,,,,,,,,,"14,593",,,,,,,,,,,,,,,
GRMA,12Nov2016,Arizona,Y,,,"15,879","15,879",,,,,,,,,,"15,879",,,,,,,,,,,,,,,
GRMA,13Nov2016,Arizona,Y,,,"18,619","18,619",,,,,,,,,,"18,619",,,,,,,,,,,,,,,
GRMA,14Nov2016,Arizona,Y,,,"20,001","20,001",,,,,,,,,,"20,001",,,,,,,,,,,,,,,
GRMA,15Nov2016,Arizona,Y,,,"22,651","22,651",,,,,,,,,,"22,651",,,,,,,,,,,,,,,
GRMA,16Nov2016,Arizona,Y,,,"21,558","21,558",,,,,,,,,,"21,558",,,,,,,,,,,,,,,
GRMA,17Nov2016,Arizona,Y,,,"18,268","18,268",,,,,,,,,,"18,268",,,,,,,,,,,,,,,
GRMA,18Nov2016,Arizona,Y,,,"17,186","17,186",,,,,,,,,,"17,186",,,,,,,,,,,,,,,
GRMA,19Nov2016,Arizona,Y,,,"16,718","16,718",,,,,,,,,,"16,718",,,,,,,,,,,,,,,
GRMA,20Nov2016,Arizona,Y,,,"22,678","22,678",,,,,,,,,,"22,678",,,,,,,,,,,,,,,
GRMA,21Nov2016,Arizona,Y,,,"19,811","19,811",,,,,,,,,,"19,811",,,,,,,,,,,,,,,
GRMA,22Nov2016,Arizona,Y,,,"19,728","19,728",,,,,,,,,,"19,728",,,,,,,,,,,,,,,
GRMA,23Nov2016,Arizona,Y,,,"19,515","19,515",,,,,,,,,,"19,515",,,,,,,,,,,,,,,
GRMA,24Nov2016,Arizona,Y,,,"14,590","14,590",,,,,,,,,,"14,590",,,,,,,,,,,,,,,
GRMA,25Nov2016,Arizona,Y,,,"15,214","15,214",,,,,,,,,,"15,214",,,,,,,,,,,,,,,
GRMA,26Nov2016,Arizona,Y,,,"16,271","16,271",,,,,,,,,,"16,271",,,,,,,,,,,,,,,
GRMA,27Nov2016,Arizona,Y,,,"12,948","12,948",,,,,,,,,,"12,948",,,,,,,,,,,,,,,
GRMA,28Nov2016,Arizona,Y,,,"17,646","17,646",,,,,,,,,,"17,646",,,,,,,,,,,,,,,
GRMA,29Nov2016,Arizona,Y,,,"13,669","13,669",,,,,,,,,,"13,669",,,,,,,,,,,,,,,
GRMA,30Nov2016,Arizona,Y,,,"18,202","18,202",,,,,,,,,,"18,202",,,,,,,,,,,,,,,
GRMA,01Dec2016,Arizona,Y,,,"12,293","12,293",,,,,,,,,,"12,293",,,,,,,,,,,,,,,
GRMA,02Dec2016,Arizona,Y,,,"9,196","9,196",,,,,,,,,,"9,196",,,,,,,,,,,,,,,
GRMA,03Dec2016,Arizona,Y,,,"12,282","12,282",,,,,,,,,,"12,282",,,,,,,,,,,,,,,
GRMA,04Dec2016,Arizona,Y,,,"7,421","7,421",,,,,,,,,,"7,421",,,,,,,,,,,,,,,
GRMA,05Dec2016,Arizona,Y,,,"13,541","13,541",,,,,,,,,,"13,541",,,,,,,,,,,,,,,
GRMA,06Dec2016,Arizona,Y,,,"8,249","8,249",,,,,,,,,,"8,249",,,,,,,,,,,,,,,
GRMA,07Dec2016,Arizona,Y,,,"11,648","11,648",,,,,,,,,,"11,648",,,,,,,,,,,,,,,
GRMA,08Dec2016,Arizona,Y,,,"15,727","15,727",,,,,,,,,,"15,727",,,,,,,,,,,,,,,
GRMA,09Dec2016,Arizona,Y,,,"13,209","13,209",,,,,,,,,,"13,209",,,,,,,,,,,,,,,
GRMA,10Dec2016,Arizona,Y,,,"9,181","9,181",,,,,,,,,,"9,181",,,,,,,,,,,,,,,
GRMA,11Dec2016,Arizona,Y,,,"10,778","10,778",,,,,,,,,,"10,778",,,,,,,,,,,,,,,
GRMA,12Dec2016,Arizona,Y,,,"15,655","15,655",,,,,,,,,,"15,655",,,,,,,,,,,,,,,
GRMA,13Dec2016,Arizona,Y,,,"9,643","9,643",,,,,,,,,,"9,643",,,,,,,,,,,,,,,
GRMA,14Dec2016,Arizona,Y,,,"12,671","12,671",,,,,,,,,,"12,671",,,,,,,,,,,,,,,
GRMA,15Dec2016,Arizona,Y,,,"14,216","14,216",,,,,,,,,,"14,216",,,,,,,,,,,,,,,
GRMA,16Dec2016,Arizona,Y,,,"8,139","8,139",,,,,,,,,,"8,139",,,,,,,,,,,,,,,
GRMA,17Dec2016,Arizona,Y,,,"7,695","7,695",,,,,,,,,,"7,695",,,,,,,,,,,,,,,
GRMA,18Dec2016,Arizona,Y,,,"12,615","12,615",,,,,,,,,,"12,615",,,,,,,,,,,,,,,
GRMA,19Dec2016,Arizona,Y,,,"15,085","15,085",,,,,,,,,,"15,085",,,,,,,,,,,,,,,
GRMA,20Dec2016,Arizona,Y,,,"14,744","14,744",,,,,,,,,,"14,744",,,,,,,,,,,,,,,
GRMA,21Dec2016,Arizona,Y,,,"18,801","18,801",,,,,,,,,,"18,801",,,,,,,,,,,,,,,
GRMA,22Dec2016,Arizona,Y,,,"19,205","19,205",,,,,,,,,,"19,205",,,,,,,,,,,,,,,
GRMA,23Dec2016,Arizona,Y,,,"14,554","14,554",,,,,,,,,,"14,554",,,,,,,,,,,,,,,
GRMA,24Dec2016,Arizona,Y,,,"9,270","9,270",,,,,,,,,,"9,270",,,,,,,,,,,,,,,
GRMA,25Dec2016,Arizona,Y,,,"7,525","7,525",,,,,,,,,,"7,525",,,,,,,,,,,,,,,
GRMA,26Dec2016,Arizona,Y,,,"12,349","12,349",,,,,,,,,,"12,349",,,,,,,,,,,,,,,
GRMA,27Dec2016,Arizona,Y,,,"11,935","11,935",,,,,,,,,,"11,935",,,,,,,,,,,,,,,
GRMA,28Dec2016,Arizona,Y,,,"14,069","14,069",,,,,,,,,,"14,069",,,,,,,,,,,,,,,
GRMA,29Dec2016,Arizona,Y,,,"14,850","14,850",,,,,,,,,,"14,850",,,,,,,,,,,,,,,
GRMA,30Dec2016,Arizona,Y,,,"11,370","11,370",,,,,,,,,,"11,370",,,,,,,,,,,,,,,
GRMA,31Dec2016,Arizona,Y,,,"11,215","11,215",,,,,,,,,,"11,215",,,,,,,,,,,,,,,
GRMA,01Jan2017,Arizona,Y,,,"9,954","9,954",,,,,,,,,,"9,954",,,,,,,,,,,,,,,
GRMA,02Jan2017,Arizona,Y,,,"16,032","16,032",,,,,,,,,,"16,032",,,,,,,,,,,,,,,
GRMA,03Jan2017,Arizona,Y,,,"17,322","17,322",,,,,,,,,,"17,322",,,,,,,,,,,,,,,
GRMA,04Jan2017,Arizona,Y,,,"17,872","17,872",,,,,,,,,,"17,872",,,,,,,,,,,,,,,
GRMA,05Jan2017,Arizona,Y,,,"14,508","14,508",,,,,,,,,,"14,508",,,,,,,,,,,,,,,
GRMA,06Jan2017,Arizona,Y,,,"17,841","17,841",,,,,,,,,,"17,841",,,,,,,,,,,,,,,
GRMA,07Jan2017,Arizona,Y,,,"18,368","18,368",,,,,,,,,,"18,368",,,,,,,,,,,,,,,
GRMA,08Jan2017,Arizona,Y,,,"8,029","8,029",,,,,,,,,,"8,029",,,,,,,,,,,,,,,
GRMA,09Jan2017,Arizona,Y,,,"13,568","13,568",,,,,,,,,,"13,568",,,,,,,,,,,,,,,
GRMA,10Jan2017,Arizona,Y,,,"12,540","12,540",,,,,,,,,,"12,540",,,,,,,,,,,,,,,
GRMA,11Jan2017,Arizona,Y,,,"16,915","16,915",,,,,,,,,,"16,915",,,,,,,,,,,,,,,
GRMA,12Jan2017,Arizona,Y,,,"18,477","18,477",,,,,,,,,,"18,477",,,,,,,,,,,,,,,
GRMA,13Jan2017,Arizona,Y,,,"19,686","19,686",,,,,,,,,,"19,686",,,,,,,,,,,,,,,
GRMA,14Jan2017,Arizona,Y,,,"18,547","18,547",,,,,,,,,,"18,547",,,,,,,,,,,,,,,
GRMA,15Jan2017,Arizona,Y,,,"18,498","18,498",,,,,,,,,,"18,498",,,,,,,,,,,,,,,
GRMA,16Jan2017,Arizona,Y,,,"15,651","15,651",,,,,,,,,,"15,651",,,,,,,,,,,,,,,
GRMA,17Jan2017,Arizona,Y,,,"15,804","15,804",,,,,,,,,,"15,804",,,,,,,,,,,,,,,
GRMA,18Jan2017,Arizona,Y,,,"13,756","13,756",,,,,,,,,,"13,756",,,,,,,,,,,,,,,
GRMA,19Jan2017,Arizona,Y,,,"12,241","12,241",,,,,,,,,,"12,241",,,,,,,,,,,,,,,
GRMA,20Jan2017,Arizona,Y,,,"16,846","16,846",,,,,,,,,,"16,846",,,,,,,,,,,,,,,
GRMA,21Jan2017,Arizona,Y,,,"6,664","6,664",,,,,,,,,,"6,664",,,,,,,,,,,,,,,
GRMA,22Jan2017,Arizona,Y,,,"6,108","6,108",,,,,,,,,,"6,108",,,,,,,,,,,,,,,
GRMA,23Jan2017,Arizona,Y,,,"15,504","15,504",,,,,,,,,,"15,504",,,,,,,,,,,,,,,
GRMA,24Jan2017,Arizona,Y,,,"11,959","11,959",,,,,,,,,,"11,959",,,,,,,,,,,,,,,
GRMA,25Jan2017,Arizona,Y,,,"9,236","9,236",,,,,,,,,,"9,236",,,,,,,,,,,,,,,
GRMA,26Jan2017,Arizona,Y,,,"10,014","10,014",,,,,,,,,,"10,014",,,,,,,,,,,,,,,
GRMA,27Jan2017,Arizona,Y,,,"8,051","8,051",,,,,,,,,,"8,051",,,,,,,,,,,,,,,
GRMA,28Jan2017,Arizona,Y,,,"2,819","2,819",,,,,,,,,,"2,819",,,,,,,,,,,,,,,
GRMA,29Jan2017,Arizona,Y,,,-187,-187,,,,,,,,,,-187,,,,,,,,,,,,,,,
GRMA,30Jan2017,Arizona,Y,,,"9,130","9,125",,,,,,,,,,"9,125",,,,,,,,,,,,,,,
GRMA,31Jan2017,Arizona,Y,,,"7,589","7,589",,,,,,,,,,"7,589",,,,,,,,,,,,,,,
GRMA,01Feb2017,Arizona,Y,,,"4,800","4,800",,,,,,,,,,"4,800",,,,,,,,,,,,,,,
GRMA,02Feb2017,Arizona,Y,,,"10,594","10,594",,,,,,,,,,"10,594",,,,,,,,,,,,,,,
GRMA,03Feb2017,Arizona,Y,,,"11,766","11,766",,,,,,,,,,"11,766",,,,,,,,,,,,,,,
GRMA,04Feb2017,Arizona,Y,,,"7,318","7,318",,,,,,,,,,"7,318",,,,,,,,,,,,,,,
GRMA,05Feb2017,Arizona,Y,,,"4,468","4,468",,,,,,,,,,"4,468",,,,,,,,,,,,,,,
GRMA,06Feb2017,Arizona,Y,,,"7,894","7,894",,,,,,,,,,"7,894",,,,,,,,,,,,,,,
GRMA,07Feb2017,Arizona,Y,,,"6,517","6,517",,,,,,,,,,"6,517",,,,,,,,,,,,,,,
GRMA,08Feb2017,Arizona,Y,,,"6,511","6,511",,,,,,,,,,"6,511",,,,,,,,,,,,,,,
GRMA,09Feb2017,Arizona,Y,,,"7,140","7,140",,,,,,,,,,"7,140",,,,,,,,,,,,,,,
GRMA,10Feb2017,Arizona,Y,,,"11,223","11,223",,,,,,,,,,"11,223",,,,,,,,,,,,,,,
GRMA,11Feb2017,Arizona,Y,,,"9,357","9,357",,,,,,,,,,"9,357",,,,,,,,,,,,,,,
GRMA,12Feb2017,Arizona,Y,,,"11,330","11,330",,,,,,,,,,"11,330",,,,,,,,,,,,,,,
GRMA,13Feb2017,Arizona,Y,,,"14,345","14,345",,,,,,,,,,"14,345",,,,,,,,,,,,,,,
GRMA,14Feb2017,Arizona,Y,,,"11,589","11,589",,,,,,,,,,"11,589",,,,,,,,,,,,,,,
GRMA,15Feb2017,Arizona,Y,,,"13,530","13,530",,,,,,,,,,"13,530",,,,,,,,,,,,,,,
GRMA,16Feb2017,Arizona,Y,,,"13,636","13,636",,,,,,,,,,"13,636",,,,,,,,,,,,,,,
GRMA,17Feb2017,Arizona,Y,,,"15,824","15,824",,,,,,,,,,"15,824",,,,,,,,,,,,,,,
GRMA,18Feb2017,Arizona,Y,,,"12,750","12,750",,,,,,,,,,"12,750",,,,,,,,,,,,,,,
GRMA,19Feb2017,Arizona,Y,,,"12,747","12,747",,,,,,,,,,"12,747",,,,,,,,,,,,,,,
GRMA,20Feb2017,Arizona,Y,,,"13,309","13,309",,,,,,,,,,"13,309",,,,,,,,,,,,,,,
GRMA,21Feb2017,Arizona,Y,,,"12,040","12,040",,,,,,,,,,"12,040",,,,,,,,,,,,,,,
GRMA,22Feb2017,Arizona,Y,,,"10,279","10,279",,,,,,,,,,"10,279",,,,,,,,,,,,,,,
GRMA,23Feb2017,Arizona,Y,,,"10,504","10,504",,,,,,,,,,"10,504",,,,,,,,,,,,,,,
GRMA,24Feb2017,Arizona,Y,,,"10,088","10,088",,,,,,,,,,"10,088",,,,,,,,,,,,,,,
GRMA,25Feb2017,Arizona,Y,,,"11,435","11,435",,,,,,,,,,"11,435",,,,,,,,,,,,,,,
GRMA,26Feb2017,Arizona,Y,,,"8,863","8,863",,,,,,,,,,"8,863",,,,,,,,,,,,,,,
GRMA,27Feb2017,Arizona,Y,,,"10,325","10,325",,,,,,,,,,"10,325",,,,,,,,,,,,,,,
GRMA,28Feb2017,Arizona,Y,,,"7,964","7,964",,,,,,,,,,"7,964",,,,,,,,,,,,,,,
GRMA,01Mar2017,Arizona,Y,,,"6,404","6,404",,,,,,,,,,"6,404",,,,,,,,,,,,,,,
GRMA,02Mar2017,Arizona,Y,,,"4,244","4,244",,,,,,,,,,"4,220",,,,,,,,,,,,,,,
