BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,AZPS,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
GRMA,03Oct2017,Arizona,Y,,,-102,-102,,,,,,,,,,-102,,,,,,,,,,,,,,,
GRMA,04Oct2017,Arizona,Y,,,-101,-101,,,,,,,,,,-101,,,,,,,,,,,,,,,
GRMA,05Oct2017,Arizona,Y,,,-104,-104,,,,,,,,,,-104,,,,,,,,,,,,,,,
GRMA,06Oct2017,Arizona,Y,,,-99,-99,,,,,,,,,,-99,,,,,,,,,,,,,,,
GRMA,07Oct2017,Arizona,Y,,,-114,-114,,,,,,,,,,-114,,,,,,,,,,,,,,,
GRMA,08Oct2017,Arizona,Y,,,-157,-157,,,,,,,,,,-157,,,,,,,,,,,,,,,
GRMA,09Oct2017,Arizona,Y,,,-170,-170,,,,,,,,,,-170,,,,,,,,,,,,,,,
GRMA,10Oct2017,Arizona,Y,,,-163,-163,,,,,,,,,,-163,,,,,,,,,,,,,,,
GRMA,11Oct2017,Arizona,Y,,,"3,870","3,870",,,,,,,,,,"3,870",,,,,,,,,,,,,,,
GRMA,12Oct2017,Arizona,Y,,,"6,999","6,999",,,,,,,,,,"6,999",,,,,,,,,,,,,,,
GRMA,13Oct2017,Arizona,Y,,,"6,463","6,463",,,,,,,,,,"6,463",,,,,,,,,,,,,,,
GRMA,14Oct2017,Arizona,Y,,,"5,481","5,481",,,,,,,,,,"5,481",,,,,,,,,,,,,,,
GRMA,15Oct2017,Arizona,Y,,,"6,818","6,818",,,,,,,,,,"6,818",,,,,,,,,,,,,,,
GRMA,16Oct2017,Arizona,Y,,,"7,659","7,659",,,,,,,,,,"7,659",,,,,,,,,,,,,,,
GRMA,17Oct2017,Arizona,Y,,,"8,134","8,134",,,,,,,,,,"8,134",,,,,,,,,,,,,,,
GRMA,18Oct2017,Arizona,Y,,,"10,105","10,105",,,,,,,,,,"10,105",,,,,,,,,,,,,,,
GRMA,19Oct2017,Arizona,Y,,,"9,216","9,216",,,,,,,,,,"9,216",,,,,,,,,,,,,,,
GRMA,20Oct2017,Arizona,Y,,,"9,941","9,941",,,,,,,,,,"9,941",,,,,,,,,,,,,,,
GRMA,21Oct2017,Arizona,Y,,,"9,985","9,985",,,,,,,,,,"9,985",,,,,,,,,,,,,,,
GRMA,22Oct2017,Arizona,Y,,,"8,226","8,226",,,,,,,,,,"8,226",,,,,,,,,,,,,,,
GRMA,23Oct2017,Arizona,Y,,,"8,794","8,794",,,,,,,,,,"8,794",,,,,,,,,,,,,,,
GRMA,24Oct2017,Arizona,Y,,,"10,071","10,071",,,,,,,,,,"10,071",,,,,,,,,,,,,,,
GRMA,25Oct2017,Arizona,Y,,,"9,989","9,989",,,,,,,,,,"9,989",,,,,,,,,,,,,,,
GRMA,26Oct2017,Arizona,Y,,,"9,296","9,296",,,,,,,,,,"9,296",,,,,,,,,,,,,,,
GRMA,27Oct2017,Arizona,Y,,,"10,518","10,518",,,,,,,,,,"10,518",,,,,,,,,,,,,,,
GRMA,28Oct2017,Arizona,Y,,,"10,341","10,341",,,,,,,,,,"10,341",,,,,,,,,,,,,,,
GRMA,29Oct2017,Arizona,Y,,,"10,128","10,128",,,,,,,,,,"10,128",,,,,,,,,,,,,,,
GRMA,30Oct2017,Arizona,Y,,,"9,816","9,816",,,,,,,,,,"9,816",,,,,,,,,,,,,,,
GRMA,31Oct2017,Arizona,Y,,,"11,132","11,132",,,,,,,,,,"11,132",,,,,,,,,,,,,,,
GRMA,01Nov2017,Arizona,Y,,,"9,551","9,551",,,,,,,,,,"9,551",,,,,,,,,,,,,,,
GRMA,02Nov2017,Arizona,Y,,,"9,145","9,145",,,,,,,,,,"9,145",,,,,,,,,,,,,,,
GRMA,03Nov2017,Arizona,Y,,,"9,399","9,399",,,,,,,,,,"9,399",,,,,,,,,,,,,,,
GRMA,04Nov2017,Arizona,Y,,,"10,617","10,617",,,,,,,,,,"10,617",,,,,,,,,,,,,,,
GRMA,05Nov2017,Arizona,Y,,,"10,754","10,754",,,,,,,,,,"10,754",,,,,,,,,,,,,,,
GRMA,06Nov2017,Arizona,Y,,,"10,497","10,497",,,,,,,,,,"10,497",,,,,,,,,,,,,,,
GRMA,07Nov2017,Arizona,Y,,,"9,422","9,422",,,,,,,,,,"9,422",,,,,,,,,,,,,,,
GRMA,08Nov2017,Arizona,Y,,,"9,774","9,774",,,,,,,,,,"9,774",,,,,,,,,,,,,,,
GRMA,09Nov2017,Arizona,Y,,,"10,171","10,171",,,,,,,,,,"10,171",,,,,,,,,,,,,,,
GRMA,10Nov2017,Arizona,Y,,,"9,468","9,468",,,,,,,,,,"9,468",,,,,,,,,,,,,,,
GRMA,11Nov2017,Arizona,Y,,,"8,842","8,842",,,,,,,,,,"8,842",,,,,,,,,,,,,,,
GRMA,12Nov2017,Arizona,Y,,,"6,135","6,135",,,,,,,,,,"6,135",,,,,,,,,,,,,,,
GRMA,13Nov2017,Arizona,Y,,,"6,209","6,209",,,,,,,,,,"6,209",,,,,,,,,,,,,,,
GRMA,14Nov2017,Arizona,Y,,,"12,563","12,563",,,,,,,,,,"12,563",,,,,,,,,,,,,,,
GRMA,15Nov2017,Arizona,Y,,,"9,067","9,067",,,,,,,,,,"9,067",,,,,,,,,,,,,,,
GRMA,16Nov2017,Arizona,Y,,,"9,488","9,488",,,,,,,,,,"9,488",,,,,,,,,,,,,,,
GRMA,17Nov2017,Arizona,Y,,,"8,863","8,863",,,,,,,,,,"8,863",,,,,,,,,,,,,,,
GRMA,18Nov2017,Arizona,Y,,,"9,030","9,030",,,,,,,,,,"9,030",,,,,,,,,,,,,,,
GRMA,19Nov2017,Arizona,Y,,,"9,546","9,546",,,,,,,,,,"9,546",,,,,,,,,,,,,,,
GRMA,20Nov2017,Arizona,Y,,,"9,757","9,757",,,,,,,,,,"9,757",,,,,,,,,,,,,,,
GRMA,21Nov2017,Arizona,Y,,,"7,924","7,924",,,,,,,,,,"7,924",,,,,,,,,,,,,,,
GRMA,22Nov2017,Arizona,Y,,,"6,499","6,499",,,,,,,,,,"6,499",,,,,,,,,,,,,,,
GRMA,23Nov2017,Arizona,Y,,,"8,321","8,321",,,,,,,,,,"8,321",,,,,,,,,,,,,,,
GRMA,24Nov2017,Arizona,Y,,,"14,955","14,955",,,,,,,,,,"14,955",,,,,,,,,,,,,,,
GRMA,25Nov2017,Arizona,Y,,,"10,720","10,720",,,,,,,,,,"10,720",,,,,,,,,,,,,,,
GRMA,26Nov2017,Arizona,Y,,,"9,928","9,928",,,,,,,,,,"9,928",,,,,,,,,,,,,,,
GRMA,27Nov2017,Arizona,Y,,,"10,048","10,048",,,,,,,,,,"10,048",,,,,,,,,,,,,,,
GRMA,28Nov2017,Arizona,Y,,,"10,588","10,588",,,,,,,,,,"10,588",,,,,,,,,,,,,,,
GRMA,29Nov2017,Arizona,Y,,,"10,184","10,184",,,,,,,,,,"10,184",,,,,,,,,,,,,,,
GRMA,30Nov2017,Arizona,Y,,,"9,351","9,351",,,,,,,,,,"9,351",,,,,,,,,,,,,,,
GRMA,01Dec2017,Arizona,Y,,,"1,678","1,678",,,,,,,,,,"1,678",,,,,,,,,,,,,,,
GRMA,02Dec2017,Arizona,Y,,,"1,421","1,419",,,,,,,,,,"1,419",,,,,,,,,,,,,,,
GRMA,03Dec2017,Arizona,Y,,,"2,923","2,923",,,,,,,,,,"2,923",,,,,,,,,,,,,,,
GRMA,04Dec2017,Arizona,Y,,,"2,880","2,880",,,,,,,,,,"2,880",,,,,,,,,,,,,,,
GRMA,05Dec2017,Arizona,Y,,,"11,730","11,730",,,,,,,,,,"11,730",,,,,,,,,,,,,,,
GRMA,06Dec2017,Arizona,Y,,,"6,601","6,601",,,,,,,,,,"6,601",,,,,,,,,,,,,,,
GRMA,07Dec2017,Arizona,Y,,,"11,592","11,592",,,,,,,,,,"11,592",,,,,,,,,,,,,,,
GRMA,08Dec2017,Arizona,Y,,,"12,682","12,682",,,,,,,,,,"12,682",,,,,,,,,,,,,,,
GRMA,09Dec2017,Arizona,Y,,,"7,385","7,385",,,,,,,,,,"7,385",,,,,,,,,,,,,,,
GRMA,10Dec2017,Arizona,Y,,,"10,170","10,170",,,,,,,,,,"10,170",,,,,,,,,,,,,,,
GRMA,11Dec2017,Arizona,Y,,,"10,015","10,015",,,,,,,,,,"10,015",,,,,,,,,,,,,,,
GRMA,12Dec2017,Arizona,Y,,,"8,573","8,573",,,,,,,,,,"8,573",,,,,,,,,,,,,,,
GRMA,13Dec2017,Arizona,Y,,,"12,864","12,864",,,,,,,,,,"12,864",,,,,,,,,,,,,,,
GRMA,14Dec2017,Arizona,Y,,,"8,369","8,369",,,,,,,,,,"8,369",,,,,,,,,,,,,,,
GRMA,15Dec2017,Arizona,Y,,,"10,535","10,535",,,,,,,,,,"10,535",,,,,,,,,,,,,,,
GRMA,16Dec2017,Arizona,Y,,,"11,320","11,320",,,,,,,,,,"11,320",,,,,,,,,,,,,,,
GRMA,17Dec2017,Arizona,Y,,,"9,215","9,215",,,,,,,,,,"9,215",,,,,,,,,,,,,,,
GRMA,18Dec2017,Arizona,Y,,,"9,027","9,027",,,,,,,,,,"9,027",,,,,,,,,,,,,,,
GRMA,19Dec2017,Arizona,Y,,,"9,302","9,302",,,,,,,,,,"9,302",,,,,,,,,,,,,,,
GRMA,20Dec2017,Arizona,Y,,,"17,388","17,388",,,,,,,,,,"17,388",,,,,,,,,,,,,,,
GRMA,21Dec2017,Arizona,Y,,,"16,919","16,919",,,,,,,,,,"16,919",,,,,,,,,,,,,,,
GRMA,22Dec2017,Arizona,Y,,,"18,719","18,719",,,,,,,,,,"18,719",,,,,,,,,,,,,,,
GRMA,23Dec2017,Arizona,Y,,,"21,883","21,883",,,,,,,,,,"21,883",,,,,,,,,,,,,,,
GRMA,24Dec2017,Arizona,Y,,,"21,827","21,827",,,,,,,,,,"21,827",,,,,,,,,,,,,,,
GRMA,25Dec2017,Arizona,Y,,,"20,434","20,434",,,,,,,,,,"20,434",,,,,,,,,,,,,,,
GRMA,26Dec2017,Arizona,Y,,,"21,538","21,538",,,,,,,,,,"21,538",,,,,,,,,,,,,,,
GRMA,27Dec2017,Arizona,Y,,,"19,939","19,939",,,,,,,,,,"19,939",,,,,,,,,,,,,,,
GRMA,28Dec2017,Arizona,Y,,,"18,087","18,087",,,,,,,,,,"18,087",,,,,,,,,,,,,,,
GRMA,29Dec2017,Arizona,Y,,,"18,104","18,104",,,,,,,,,,"18,104",,,,,,,,,,,,,,,
GRMA,30Dec2017,Arizona,Y,,,"22,345","22,345",,,,,,,,,,"22,345",,,,,,,,,,,,,,,
GRMA,31Dec2017,Arizona,Y,,,"20,389","20,389",,,,,,,,,,"20,389",,,,,,,,,,,,,,,
GRMA,01Jan2018,Arizona,Y,,,"14,857","14,857",,,,,,,,,,"14,857",,,,,,,,,,,,,,,
GRMA,02Jan2018,Arizona,Y,,,"16,337","16,337",,,,,,,,,,"16,337",,,,,,,,,,,,,,,
GRMA,03Jan2018,Arizona,Y,,,"18,231","18,231",,,,,,,,,,"18,231",,,,,,,,,,,,,,,
GRMA,04Jan2018,Arizona,Y,,,"12,001","12,001",,,,,,,,,,"12,001",,,,,,,,,,,,,,,
GRMA,05Jan2018,Arizona,Y,,,"14,828","14,828",,,,,,,,,,"14,828",,,,,,,,,,,,,,,
GRMA,06Jan2018,Arizona,Y,,,"15,830","15,830",,,,,,,,,,"15,830",,,,,,,,,,,,,,,
GRMA,07Jan2018,Arizona,Y,,,"4,622","4,620",,,,,,,,,,"4,620",,,,,,,,,,,,,,,
GRMA,08Jan2018,Arizona,Y,,,"7,578","7,398",,,,,,,,,,"7,398",,,,,,,,,,,,,,,
GRMA,09Jan2018,Arizona,Y,,,"13,269","13,269",,,,,,,,,,"13,269",,,,,,,,,,,,,,,
GRMA,10Jan2018,Arizona,Y,,,"13,487","13,487",,,,,,,,,,"13,487",,,,,,,,,,,,,,,
GRMA,11Jan2018,Arizona,Y,,,"17,078","17,078",,,,,,,,,,"17,078",,,,,,,,,,,,,,,
GRMA,12Jan2018,Arizona,Y,,,"18,943","18,943",,,,,,,,,,"18,943",,,,,,,,,,,,,,,
GRMA,13Jan2018,Arizona,Y,,,"13,554","13,554",,,,,,,,,,"13,554",,,,,,,,,,,,,,,
GRMA,14Jan2018,Arizona,Y,,,"5,827","5,827",,,,,,,,,,"5,827",,,,,,,,,,,,,,,
GRMA,15Jan2018,Arizona,Y,,,"14,740","14,740",,,,,,,,,,"14,740",,,,,,,,,,,,,,,
GRMA,16Jan2018,Arizona,Y,,,"18,263","18,263",,,,,,,,,,"18,263",,,,,,,,,,,,,,,
GRMA,17Jan2018,Arizona,Y,,,"16,411","16,411",,,,,,,,,,"16,411",,,,,,,,,,,,,,,
GRMA,18Jan2018,Arizona,Y,,,"16,525","16,525",,,,,,,,,,"16,525",,,,,,,,,,,,,,,
GRMA,19Jan2018,Arizona,Y,,,"8,582","8,582",,,,,,,,,,"8,582",,,,,,,,,,,,,,,
GRMA,20Jan2018,Arizona,Y,,,"9,119","9,119",,,,,,,,,,"9,119",,,,,,,,,,,,,,,
GRMA,21Jan2018,Arizona,Y,,,"9,951","9,951",,,,,,,,,,"9,951",,,,,,,,,,,,,,,
GRMA,22Jan2018,Arizona,Y,,,"17,955","17,955",,,,,,,,,,"17,955",,,,,,,,,,,,,,,
GRMA,23Jan2018,Arizona,Y,,,"14,088","14,088",,,,,,,,,,"14,088",,,,,,,,,,,,,,,
GRMA,24Jan2018,Arizona,Y,,,"14,702","14,702",,,,,,,,,,"14,702",,,,,,,,,,,,,,,
GRMA,25Jan2018,Arizona,Y,,,"7,858","7,858",,,,,,,,,,"7,858",,,,,,,,,,,,,,,
GRMA,26Jan2018,Arizona,Y,,,"8,648","8,648",,,,,,,,,,"8,648",,,,,,,,,,,,,,,
GRMA,27Jan2018,Arizona,Y,,,"8,924","8,924",,,,,,,,,,"8,924",,,,,,,,,,,,,,,
GRMA,28Jan2018,Arizona,Y,,,"9,459","9,459",,,,,,,,,,"9,459",,,,,,,,,,,,,,,
GRMA,29Jan2018,Arizona,Y,,,"9,262","9,262",,,,,,,,,,"9,262",,,,,,,,,,,,,,,
GRMA,30Jan2018,Arizona,Y,,,"9,719","9,719",,,,,,,,,,"9,719",,,,,,,,,,,,,,,
GRMA,31Jan2018,Arizona,Y,,,"9,874","9,874",,,,,,,,,,"9,874",,,,,,,,,,,,,,,
GRMA,01Feb2018,Arizona,Y,,,"9,321","9,321",,,,,,,,,,"9,321",,,,,,,,,,,,,,,
GRMA,02Feb2018,Arizona,Y,,,"8,874","8,874",,,,,,,,,,"8,874",,,,,,,,,,,,,,,
GRMA,03Feb2018,Arizona,Y,,,"8,516","8,516",,,,,,,,,,"8,516",,,,,,,,,,,,,,,
GRMA,04Feb2018,Arizona,Y,,,"9,537","9,537",,,,,,,,,,"9,537",,,,,,,,,,,,,,,
GRMA,05Feb2018,Arizona,Y,,,"8,255","8,255",,,,,,,,,,"8,255",,,,,,,,,,,,,,,
GRMA,06Feb2018,Arizona,Y,,,"9,146","9,146",,,,,,,,,,"9,146",,,,,,,,,,,,,,,
GRMA,07Feb2018,Arizona,Y,,,"9,830","9,830",,,,,,,,,,"9,830",,,,,,,,,,,,,,,
GRMA,08Feb2018,Arizona,Y,,,"9,079","9,079",,,,,,,,,,"9,079",,,,,,,,,,,,,,,
GRMA,09Feb2018,Arizona,Y,,,"8,164","8,164",,,,,,,,,,"8,164",,,,,,,,,,,,,,,
GRMA,10Feb2018,Arizona,Y,,,"8,401","8,401",,,,,,,,,,"8,401",,,,,,,,,,,,,,,
GRMA,11Feb2018,Arizona,Y,,,"9,906","9,906",,,,,,,,,,"9,906",,,,,,,,,,,,,,,
GRMA,12Feb2018,Arizona,Y,,,"10,219","10,219",,,,,,,,,,"10,219",,,,,,,,,,,,,,,
GRMA,13Feb2018,Arizona,Y,,,"9,615","9,615",,,,,,,,,,"9,615",,,,,,,,,,,,,,,
GRMA,14Feb2018,Arizona,Y,,,"7,995","7,995",,,,,,,,,,"7,995",,,,,,,,,,,,,,,
GRMA,15Feb2018,Arizona,Y,,,"9,165","9,165",,,,,,,,,,"9,165",,,,,,,,,,,,,,,
GRMA,16Feb2018,Arizona,Y,,,"10,009","10,009",,,,,,,,,,"10,009",,,,,,,,,,,,,,,
GRMA,17Feb2018,Arizona,Y,,,"9,326","9,326",,,,,,,,,,"9,326",,,,,,,,,,,,,,,
GRMA,18Feb2018,Arizona,Y,,,"9,596","9,596",,,,,,,,,,"9,596",,,,,,,,,,,,,,,
GRMA,19Feb2018,Arizona,Y,,,"13,649","13,649",,,,,,,,,,"13,649",,,,,,,,,,,,,,,
GRMA,20Feb2018,Arizona,Y,,,"19,543","19,543",,,,,,,,,,"19,543",,,,,,,,,,,,,,,
GRMA,21Feb2018,Arizona,Y,,,"18,041","18,041",,,,,,,,,,"18,041",,,,,,,,,,,,,,,
GRMA,22Feb2018,Arizona,Y,,,"18,433","18,433",,,,,,,,,,"18,433",,,,,,,,,,,,,,,
GRMA,23Feb2018,Arizona,Y,,,"17,954","17,954",,,,,,,,,,"17,954",,,,,,,,,,,,,,,
GRMA,24Feb2018,Arizona,Y,,,"17,808","17,808",,,,,,,,,,"17,808",,,,,,,,,,,,,,,
GRMA,25Feb2018,Arizona,Y,,,"12,262","12,262",,,,,,,,,,"12,262",,,,,,,,,,,,,,,
GRMA,26Feb2018,Arizona,Y,,,"13,532","13,532",,,,,,,,,,"13,532",,,,,,,,,,,,,,,
GRMA,27Feb2018,Arizona,Y,,,"17,761","17,761",,,,,,,,,,"17,761",,,,,,,,,,,,,,,
GRMA,28Feb2018,Arizona,Y,,,"15,769","15,769",,,,,,,,,,"15,769",,,,,,,,,,,,,,,
GRMA,01Mar2018,Arizona,Y,,,"18,545","18,545",,,,,,,,,,"18,545",,,,,,,,,,,,,,,
GRMA,02Mar2018,Arizona,Y,,,"9,202","9,202",,,,,,,,,,"9,202",,,,,,,,,,,,,,,
GRMA,03Mar2018,Arizona,Y,,,"7,561","7,561",,,,,,,,,,"7,561",,,,,,,,,,,,,,,
GRMA,04Mar2018,Arizona,Y,,,"8,978","8,978",,,,,,,,,,"8,978",,,,,,,,,,,,,,,
GRMA,05Mar2018,Arizona,Y,,,"14,897","14,897",,,,,,,,,,"14,897",,,,,,,,,,,,,,,
GRMA,06Mar2018,Arizona,Y,,,"9,833","9,833",,,,,,,,,,"9,833",,,,,,,,,,,,,,,
GRMA,07Mar2018,Arizona,Y,,,"11,124","11,124",,,,,,,,,,"11,124",,,,,,,,,,,,,,,
GRMA,08Mar2018,Arizona,Y,,,"18,066","18,066",,,,,,,,,,"18,066",,,,,,,,,,,,,,,
GRMA,09Mar2018,Arizona,Y,,,"14,290","14,290",,,,,,,,,,"14,290",,,,,,,,,,,,,,,
GRMA,10Mar2018,Arizona,Y,,,"15,425","15,425",,,,,,,,,,"15,425",,,,,,,,,,,,,,,
GRMA,11Mar2018,Arizona,Y,,,"9,642","9,642",,,,,,,,,,"9,642",,,,,,,,,,,,,,,
GRMA,12Mar2018,Arizona,Y,,,"19,265","19,265",,,,,,,,,,"19,265",,,,,,,,,,,,,,,
GRMA,13Mar2018,Arizona,Y,,,"16,049","16,049",,,,,,,,,,"16,049",,,,,,,,,,,,,,,
GRMA,14Mar2018,Arizona,Y,,,"19,700","19,700",,,,,,,,,,"19,700",,,,,,,,,,,,,,,
GRMA,15Mar2018,Arizona,Y,,,"14,746","14,746",,,,,,,,,,"14,746",,,,,,,,,,,,,,,
GRMA,16Mar2018,Arizona,Y,,,"15,600","15,600",,,,,,,,,,"15,600",,,,,,,,,,,,,,,
GRMA,17Mar2018,Arizona,Y,,,"9,204","9,204",,,,,,,,,,"9,204",,,,,,,,,,,,,,,
GRMA,18Mar2018,Arizona,Y,,,"10,613","10,613",,,,,,,,,,"10,613",,,,,,,,,,,,,,,
GRMA,19Mar2018,Arizona,Y,,,"9,611","9,611",,,,,,,,,,"9,611",,,,,,,,,,,,,,,
GRMA,20Mar2018,Arizona,Y,,,"8,169","8,169",,,,,,,,,,"8,169",,,,,,,,,,,,,,,
GRMA,21Mar2018,Arizona,Y,,,"9,483","9,483",,,,,,,,,,"9,483",,,,,,,,,,,,,,,
GRMA,22Mar2018,Arizona,Y,,,"8,981","8,981",,,,,,,,,,"8,981",,,,,,,,,,,,,,,
GRMA,23Mar2018,Arizona,Y,,,"9,269","9,269",,,,,,,,,,"9,269",,,,,,,,,,,,,,,
GRMA,24Mar2018,Arizona,Y,,,"7,740","7,740",,,,,,,,,,"7,740",,,,,,,,,,,,,,,
GRMA,25Mar2018,Arizona,Y,,,"8,793","8,793",,,,,,,,,,"8,793",,,,,,,,,,,,,,,
GRMA,26Mar2018,Arizona,Y,,,"9,373","9,373",,,,,,,,,,"9,373",,,,,,,,,,,,,,,
GRMA,27Mar2018,Arizona,Y,,,"9,817","9,817",,,,,,,,,,"9,817",,,,,,,,,,,,,,,
GRMA,28Mar2018,Arizona,Y,,,"8,732","8,732",,,,,,,,,,"8,732",,,,,,,,,,,,,,,
GRMA,29Mar2018,Arizona,Y,,,"9,160","9,160",,,,,,,,,,"9,160",,,,,,,,,,,,,,,
GRMA,30Mar2018,Arizona,Y,,,"9,394","9,394",,,,,,,,,,"9,394",,,,,,,,,,,,,,,
GRMA,31Mar2018,Arizona,Y,,,"9,562","9,562",,,,,,,,,,"9,562",,,,,,,,,,,,,,,
GRMA,01Apr2018,Arizona,Y,,,-157,-161,,,,,,,,,,-161,,,,,,,,,,,,,,,
GRMA,02Apr2018,Arizona,Y,,,-121,-121,,,,,,,,,,-121,,,,,,,,,,,,,,,
GRMA,03Apr2018,Arizona,Y,,,-115,-115,,,,,,,,,,-115,,,,,,,,,,,,,,,
GRMA,04Apr2018,Arizona,Y,,,-112,-112,,,,,,,,,,-112,,,,,,,,,,,,,,,
GRMA,05Apr2018,Arizona,Y,,,817,817,,,,,,,,,,817,,,,,,,,,,,,,,,
GRMA,06Apr2018,Arizona,Y,,,-131,-131,,,,,,,,,,-131,,,,,,,,,,,,,,,
GRMA,07Apr2018,Arizona,Y,,,"2,361","2,361",,,,,,,,,,"2,361",,,,,,,,,,,,,,,
GRMA,08Apr2018,Arizona,Y,,,"5,358","5,358",,,,,,,,,,"5,358",,,,,,,,,,,,,,,
GRMA,09Apr2018,Arizona,Y,,,"5,909","5,909",,,,,,,,,,"5,909",,,,,,,,,,,,,,,
GRMA,10Apr2018,Arizona,Y,,,"5,572","5,572",,,,,,,,,,"5,572",,,,,,,,,,,,,,,
GRMA,11Apr2018,Arizona,Y,,,"5,619","5,619",,,,,,,,,,"5,619",,,,,,,,,,,,,,,
GRMA,12Apr2018,Arizona,Y,,,"5,272","5,272",,,,,,,,,,"5,272",,,,,,,,,,,,,,,
GRMA,13Apr2018,Arizona,Y,,,"5,644","5,644",,,,,,,,,,"5,644",,,,,,,,,,,,,,,
GRMA,14Apr2018,Arizona,Y,,,"5,321","5,321",,,,,,,,,,"5,321",,,,,,,,,,,,,,,
GRMA,15Apr2018,Arizona,Y,,,"6,638","6,638",,,,,,,,,,"6,638",,,,,,,,,,,,,,,
GRMA,16Apr2018,Arizona,Y,,,"12,911","12,911",,,,,,,,,,"12,911",,,,,,,,,,,,,,,
GRMA,17Apr2018,Arizona,Y,,,"10,540","10,540",,,,,,,,,,"10,540",,,,,,,,,,,,,,,
GRMA,18Apr2018,Arizona,Y,,,"14,697","14,697",,,,,,,,,,"14,697",,,,,,,,,,,,,,,
GRMA,19Apr2018,Arizona,Y,,,"15,060","15,060",,,,,,,,,,"15,060",,,,,,,,,,,,,,,
GRMA,20Apr2018,Arizona,Y,,,"13,128","13,128",,,,,,,,,,"13,128",,,,,,,,,,,,,,,
GRMA,21Apr2018,Arizona,Y,,,"12,745","12,745",,,,,,,,,,"12,745",,,,,,,,,,,,,,,
GRMA,22Apr2018,Arizona,Y,,,"14,612","14,612",,,,,,,,,,"14,612",,,,,,,,,,,,,,,
GRMA,23Apr2018,Arizona,Y,,,"16,158","16,158",,,,,,,,,,"16,158",,,,,,,,,,,,,,,
GRMA,24Apr2018,Arizona,Y,,,"15,338","15,338",,,,,,,,,,"15,338",,,,,,,,,,,,,,,
GRMA,25Apr2018,Arizona,Y,,,"16,387","16,387",,,,,,,,,,"16,387",,,,,,,,,,,,,,,
GRMA,26Apr2018,Arizona,Y,,,"16,446","16,446",,,,,,,,,,"16,446",,,,,,,,,,,,,,,
GRMA,27Apr2018,Arizona,Y,,,"16,720","16,720",,,,,,,,,,"16,720",,,,,,,,,,,,,,,
GRMA,28Apr2018,Arizona,Y,,,"15,507","15,507",,,,,,,,,,"15,507",,,,,,,,,,,,,,,
GRMA,29Apr2018,Arizona,Y,,,"13,723","13,723",,,,,,,,,,"13,723",,,,,,,,,,,,,,,
GRMA,30Apr2018,Arizona,Y,,,"14,637","14,637",,,,,,,,,,"14,637",,,,,,,,,,,,,,,
GRMA,01May2018,Arizona,Y,,,"14,075","14,075",,,,,,,,,,"14,075",,,,,,,,,,,,,,,
GRMA,02May2018,Arizona,Y,,,"11,725","11,725",,,,,,,,,,"11,725",,,,,,,,,,,,,,,
